PheCode,Phenotype,ICD9,ICD9 String,phewas_code,phewas_string,exclude_range,rollup_bool,Ignore_bool,sex,pregnancy_related,category,category_string,vocabulary_id,icd10_only,groupnum,group,color
GI_526,Intestinal infection,007.2,Coccidiosis,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,007.3,Intestinal trichomoniasis,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,007.5,Cyclosporiasis,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,007.9,Unspecified protozoal intestinal disease,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,008,Intestinal infections due to other organisms,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,009,Ill-defined intestinal infections,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,009.0,"Infectious colitis, enteritis, and gastroenteritis",008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,009.1,"Colitis, enteritis, and gastroenteritis of presumed infectious origin",008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,009.2,Infectious diarrhea,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,009.3,Diarrhea of presumed infectious origin,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,021.1,Enteric tularemia,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526,Intestinal infection,022.2,Gastrointestinal anthrax,008,Intestinal infection,001-009.99,1,0,,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,002.0,Typhoid fever,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003,Other salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.0,Salmonella gastroenteritis,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.2,Localized salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.20,"Localized salmonella infection, unspecified",008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.29,Other localized salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.8,Other specified salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,003.9,Salmonella infection NOS,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004,Shigellosis,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.0,Shigella dysenteriae,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.1,Shigella flexneri,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.2,Shigella boydii,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.3,Shigella sonnei,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.8,Other specified shigella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,004.9,Shigellosis NOS,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005,Other food poisoning (bacterial),008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.0,Staphylococcal food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.1,Botulism food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.2,Food poisoning due to Clostridium perfringens [C. welchii],008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.3,Food poisoning due to other Clostridia,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.4,Food poisoning due to Vibrio parahaemolyticus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.8,Other bacterial food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.81,Food poisoning due to Vibrio vulnificus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,005.89,Other bacterial food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.1,Intestinal infection due to arizona group of paracolon bacilli,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.2,Intestinal infection due to aerobacter aerogenes,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.3,Intestinal infection due to proteus (mirabilis) (morganii),008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.4,Intestinal infection due to other specified bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.41,Intestinal infection due to staphylococcus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.42,Intestinal infection due to pseudomonas,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.43,Intestinal infection due to campylobacter,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.44,Intestinal infection due to yersinia enterocolitica,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.46,Intestinal infection due to other anaerobes,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.47,Intestinal infection due to other gram-negative bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.49,Intestinal infection due to other specified bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
GI_526.1,Bacterial enteritis,008.5,"Bacterial enteritis, unspecified",008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,10,Gastrointestinal,#FFD700
ID_089.1,Bacterial infections,002.0,Typhoid fever,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003,Other salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.0,Salmonella gastroenteritis,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.2,Localized salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.20,"Localized salmonella infection, unspecified",008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.29,Other localized salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.8,Other specified salmonella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.9,Salmonella infection NOS,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004,Shigellosis,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.0,Shigella dysenteriae,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.1,Shigella flexneri,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.2,Shigella boydii,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.3,Shigella sonnei,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.8,Other specified shigella infections,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,004.9,Shigellosis NOS,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005,Other food poisoning (bacterial),008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.0,Staphylococcal food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.1,Botulism food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.2,Food poisoning due to Clostridium perfringens [C. welchii],008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.3,Food poisoning due to other Clostridia,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.4,Food poisoning due to Vibrio parahaemolyticus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.8,Other bacterial food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.81,Food poisoning due to Vibrio vulnificus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,005.89,Other bacterial food poisoning,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.1,Intestinal infection due to arizona group of paracolon bacilli,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.2,Intestinal infection due to aerobacter aerogenes,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.3,Intestinal infection due to proteus (mirabilis) (morganii),008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.4,Intestinal infection due to other specified bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.41,Intestinal infection due to staphylococcus,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.42,Intestinal infection due to pseudomonas,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.43,Intestinal infection due to campylobacter,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.44,Intestinal infection due to yersinia enterocolitica,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.46,Intestinal infection due to other anaerobes,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.47,Intestinal infection due to other gram-negative bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.49,Intestinal infection due to other specified bacteria,008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,008.5,"Bacterial enteritis, unspecified",008.5,Bacterial enteritis,001-009.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.1,Salmonella septicemia,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,020.2,Septicemic plague,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,036.2,Meningococcemia,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.0,Streptococcal septicemia,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.4,Septicemia due to other gram-negative organisms,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.40,"Septicemia due to gram-negative organism, unspecified",038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.41,Septicemia due to hemophilus influenzae [H. influenzae],038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.42,Septicemia due to escherichia coli [E. coli],038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.43,Septicemia due to pseudomonas,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.44,Septicemia due to serratia,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,038.49,Other septicemia due to gram-negative organisms,038.1,Gram negative septicemia,010-041.99,1,0,Both,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,003.21,Salmonella meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,036.0,Meningococcal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,047,Meningitis due to enterovirus,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,047.0,Meningitis due to coxsackie virus,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,047.1,Meningitis due to ECHO virus,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,047.8,Other specified viral meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,047.9,Viral meningitis NOS,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,049.0,Non-arthropod-borne lymphocytic choriomeningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,049.1,Non-arthropod-borne meningitis due to adenovirus,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,053.0,Herpes zoster with meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,054.72,Herpes simplex meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,072.1,Mumps meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,100.81,Leptospiral meningitis (aseptic),320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,112.83,Candidal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,114.2,Coccidioidal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320,Bacterial meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.0,Hemophilus meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.1,Pneumococcal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.2,Streptococcal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.3,Staphylococcal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.7,Meningitis in other bacterial diseases classified elsewhere,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.8,Meningitis due to other specified bacteria,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.81,Anaerobic meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.82,"Meningitis due to gram-negative bacteria, not elsewhere classified",320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.89,Meningitis due to other specified bacteria,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,320.9,Bacterial meningitis NOS,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321,Meningitis due to other organisms,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321.0,Cryptococcal meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321.1,Meningitis in other fungal diseases,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321.2,Meningitis due to viruses not elsewhere classified,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321.3,Meningitis due to trypanosomiasis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,321.8,Meningitis due to other nonbacterial organisms classified elsewhere,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,322,Meningitis of unspecified cause,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,322.0,Nonpyogenic meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,322.1,Eosinophilic meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,322.2,Chronic meningitis,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,322.9,Meningitis NOS,320,Meningitis,320-326.9,1,0,,0,6,neurological,ICD9CM,0,1,Infections,#FF0000
ID_089.1,Bacterial infections,010,Primary tuberculous infection,010,Tuberculosis,010-041.99,1,0,,0,1,infectious diseases,ICD9CM,0,1,Infections,#FF0000
